1A 1B 1C 1D 1E 1F
2A 2B 2C 2D 2E 2F
3A 3B 3C 3D XX 3F
4A 4B XX 4D 4E 4F
5A 5B 5C XX XX 5F
6A 6B 6C XX 6E 6F
7A 7B 7C 7D 7E XX
8A 8B 8C XX 8E 8F
XX 9B 9C 9D 9E 9F
10A 10B 10C 10D 10E 10F
XX 11B 11C 11D 11E 11F
12A XX 12C 12D XX 12F
XX 13B 13C XX 13E 13F
14A 14B XX 14D 14E XX
15A 15B 15C 15D XX 15F
16A 16B 16C 16D 16E 16F
17A 17B XX 17D 17E 17F
XX 18B 18C XX 18E 18F
19A 19B 19C 19D 19E XX
20A 20B 20C 20D 20E 20F
21A 21B XX 21D 21E 21F
XX 22B 22C 22D 22E 22F
23A XX XX 23D 23E 23F
24A 24B 24C XX XX 24F
25A 25B 25C XX 25E XX
26A 26B 26C 26D 26E 26F
27A 27B 27C 27D 27E 27F
XX 28B 28C 28D XX 28F
29A 29B 29C 29D XX 29F
30A 30B 30C 30D 30E 30F
