1A 1B 1C 1D 1E 1F
2A 2B XX 2D 2E 2F
3A XX 3C 3D 3E 3F
4A 4B 4C 4D 4E 4F
5A 5B 5C XX XX 5F
6A 6B 6C 6D 6E 6F
7A 7B 7C 7D 7E XX
8A 8B 8C 8D 8E XX
9A 9B 9C 9D 9E 9F
10A XX 10C 10D 10E 10F
11A 11B 11C 11D 11E 11F
12A 12B 12C XX XX 12F
13A 13B 13C XX 13E 13F
14A 14B 14C XX 14E 14F
15A 15B XX 15D XX 15F
16A 16B 16C 16D 16E 16F
XX 17B 17C 17D XX 17F
18A 18B 18C 18D 18E 18F
19A 19B 19C 19D 19E 19F
20A XX 20C 20D 20E 20F
XX 21B 21C 21D 21E 21F
22A 22B 22C 22D XX 22F
23A 23B XX XX 23E 23F
24A XX 24C 24D 24E 24F
25A 25B 25C 25D 25E XX
XX 26B 26C 26D 26E 26F
27A 27B 27C 27D 27E 27F
28A 28B 28C 28D XX 28F
29A 29B 29C 29D 29E 29F
30A 30B 30C 30D 30E 30F
