1A 1B 1C 1D 1E 1F
2A 2B 2C XX 2E 2F
3A 3B 3C 3D 3E 3F
4A 4B 4C XX 4E 4F
5A XX 5C XX XX 5F
6A 6B 6C XX 6E 6F
7A 7B XX 7D 7E XX
8A XX 8C 8D XX 8F
9A 9B 9C 9D 9E 9F
10A 10B 10C 10D XX 10F
11A 11B 11C 11D 11E 11F
12A XX 12C XX 12E XX
13A 13B XX 13D 13E 13F
14A 14B 14C 14D 14E 14F
15A 15B 15C 15D 15E 15F
XX 16B XX XX 16E 16F
XX XX 17C 17D 17E 17F
18A 18B 18C 18D 18E 18F
19A 19B XX 19D 19E 19F
20A 20B 20C 20D 20E 20F
XX 21B 21C 21D 21E 21F
22A 22B 22C 22D 22E 22F
23A 23B XX 23D 23E XX
24A 24B 24C 24D 24E 24F
25A 25B XX 25D 25E 25F
26A 26B 26C 26D 26E 26F
27A 27B 27C 27D XX 27F
XX 28B 28C XX XX 28F
29A 29B 29C 29D 29E 29F
30A 30B XX 30D 30E 30F
