1A 1B 1C 1D 1E 1F
2A 2B 2C XX 2E XX
3A 3B 3C 3D 3E 3F
XX 4B 4C XX 4E 4F
XX 5B 5C 5D 5E XX
6A 6B XX 6D XX 6F
7A 7B XX 7D 7E 7F
8A 8B 8C 8D 8E 8F
9A 9B 9C 9D 9E XX
XX 10B 10C 10D 10E 10F
11A 11B 11C 11D 11E 11F
12A 12B 12C 12D 12E 12F
XX 13B 13C 13D XX 13F
14A 14B XX 14D 14E 14F
15A XX 15C 15D 15E 15F
16A 16B 16C 16D 16E 16F
17A XX XX 17D 17E 17F
18A XX XX 18D 18E 18F
19A 19B 19C 19D 19E 19F
20A 20B 20C 20D 20E 20F
21A XX 21C 21D 21E 21F
22A 22B 22C 22D XX XX
23A 23B XX 23D 23E 23F
XX 24B 24C 24D 24E 24F
25A XX 25C XX 25E 25F
26A 26B 26C XX 26E XX
27A 27B 27C 27D 27E 27F
28A 28B XX 28D 28E 28F
29A 29B XX 29D 29E 29F
30A 30B XX 30D 30E 30F
