1A 1B 1C 1D 1E 1F
2A 2B 2C 2D 2E 2F
3A 3B 3C 3D 3E XX
4A 4B 4C 4D 4E 4F
5A 5B 5C 5D 5E XX
6A 6B 6C 6D 6E 6F
7A 7B XX 7D 7E XX
8A XX 8C 8D 8E XX
9A XX 9C 9D 9E XX
XX 10B 10C 10D 10E 10F
11A 11B 11C XX 11E XX
12A 12B 12C 12D 12E 12F
13A 13B 13C XX 13E 13F
14A 14B XX 14D 14E XX
15A 15B 15C 15D XX 15F
16A 16B 16C 16D XX 16F
17A 17B 17C 17D 17E 17F
XX 18B 18C 18D 18E XX
19A XX 19C 19D XX 19F
20A 20B 20C 20D XX 20F
21A 21B 21C 21D 21E 21F
22A 22B 22C 22D 22E 22F
23A 23B 23C 23D 23E 23F
24A XX 24C XX 24E 24F
25A 25B 25C 25D XX XX
26A 26B XX 26D 26E 26F
27A 27B XX 27D 27E 27F
28A 28B XX 28D 28E 28F
29A XX 29C 29D 29E 29F
XX 30B XX 30D 30E 30F
